"REF_DATE","GEO","DGUID","Labour force characteristics","North American Industry Classification System (NAICS)","Gender","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2012","Alberta","2021A000248","Full-time employment","Forestry, logging and support [113, 1153]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368004","10.3.5.1.1","3.7","","","","1"
"2013","Alberta","2021A000248","Full-time employment","Forestry, logging and support [113, 1153]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368004","10.3.5.1.1","2.3","","","","1"
"2014","Alberta","2021A000248","Full-time employment","Forestry, logging and support [113, 1153]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368004","10.3.5.1.1","2.3","","","","1"
"2015","Alberta","2021A000248","Full-time employment","Forestry, logging and support [113, 1153]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368004","10.3.5.1.1","3.2","","","","1"
"2016","Alberta","2021A000248","Full-time employment","Forestry, logging and support [113, 1153]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368004","10.3.5.1.1","3.8","","","","1"
"2017","Alberta","2021A000248","Full-time employment","Forestry, logging and support [113, 1153]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368004","10.3.5.1.1","3.7","","","","1"
"2018","Alberta","2021A000248","Full-time employment","Forestry, logging and support [113, 1153]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368004","10.3.5.1.1","4.2","","","","1"
"2019","Alberta","2021A000248","Full-time employment","Forestry, logging and support [113, 1153]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368004","10.3.5.1.1","3.2","","","","1"
"2020","Alberta","2021A000248","Full-time employment","Forestry, logging and support [113, 1153]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368004","10.3.5.1.1","4.6","","","","1"
"2021","Alberta","2021A000248","Full-time employment","Forestry, logging and support [113, 1153]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368004","10.3.5.1.1","1.9","","","","1"
"2022","Alberta","2021A000248","Full-time employment","Forestry, logging and support [113, 1153]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368004","10.3.5.1.1","5.2","","","","1"
"2023","Alberta","2021A000248","Full-time employment","Forestry, logging and support [113, 1153]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368004","10.3.5.1.1","3.5","","","","1"
"2024","Alberta","2021A000248","Full-time employment","Forestry, logging and support [113, 1153]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368004","10.3.5.1.1","3.9","","","","1"
"2001","Alberta","2021A000248","Full-time employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368006","10.3.7.1.1","91.2","","","","1"
"2002","Alberta","2021A000248","Full-time employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368006","10.3.7.1.1","89.2","","","","1"
"2003","Alberta","2021A000248","Full-time employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368006","10.3.7.1.1","93.4","","","","1"
"2004","Alberta","2021A000248","Full-time employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368006","10.3.7.1.1","101.7","","","","1"
"2005","Alberta","2021A000248","Full-time employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368006","10.3.7.1.1","121.0","","","","1"
"2006","Alberta","2021A000248","Full-time employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368006","10.3.7.1.1","135.7","","","","1"
"2007","Alberta","2021A000248","Full-time employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368006","10.3.7.1.1","144.8","","","","1"
"2008","Alberta","2021A000248","Full-time employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368006","10.3.7.1.1","148.8","","","","1"
"2009","Alberta","2021A000248","Full-time employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368006","10.3.7.1.1","130.9","","","","1"
"2010","Alberta","2021A000248","Full-time employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368006","10.3.7.1.1","131.5","","","","1"
"2011","Alberta","2021A000248","Full-time employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368006","10.3.7.1.1","138.4","","","","1"
"2012","Alberta","2021A000248","Full-time employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368006","10.3.7.1.1","164.3","","","","1"
"2013","Alberta","2021A000248","Full-time employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368006","10.3.7.1.1","164.8","","","","1"
"2014","Alberta","2021A000248","Full-time employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368006","10.3.7.1.1","166.5","","","","1"
"2015","Alberta","2021A000248","Full-time employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368006","10.3.7.1.1","148.3","","","","1"
"2016","Alberta","2021A000248","Full-time employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368006","10.3.7.1.1","124.9","","","","1"
"2017","Alberta","2021A000248","Full-time employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368006","10.3.7.1.1","127.2","","","","1"
"2018","Alberta","2021A000248","Full-time employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368006","10.3.7.1.1","136.1","","","","1"
"2019","Alberta","2021A000248","Full-time employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368006","10.3.7.1.1","131.6","","","","1"
"2020","Alberta","2021A000248","Full-time employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368006","10.3.7.1.1","120.6","","","","1"
"2021","Alberta","2021A000248","Full-time employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368006","10.3.7.1.1","131.8","","","","1"
"2022","Alberta","2021A000248","Full-time employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368006","10.3.7.1.1","125.6","","","","1"
"2023","Alberta","2021A000248","Full-time employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368006","10.3.7.1.1","129.0","","","","1"
"2024","Alberta","2021A000248","Full-time employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368006","10.3.7.1.1","145.8","","","","1"
"2001","Alberta","2021A000248","Full-time employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368007","10.3.8.1.1","12.6","","","","1"
"2002","Alberta","2021A000248","Full-time employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368007","10.3.8.1.1","16.3","","","","1"
"2003","Alberta","2021A000248","Full-time employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368007","10.3.8.1.1","13.9","","","","1"
"2004","Alberta","2021A000248","Full-time employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368007","10.3.8.1.1","13.6","","","","1"
"2005","Alberta","2021A000248","Full-time employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368007","10.3.8.1.1","13.6","","","","1"
"2006","Alberta","2021A000248","Full-time employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368007","10.3.8.1.1","15.2","","","","1"
"2007","Alberta","2021A000248","Full-time employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368007","10.3.8.1.1","17.4","","","","1"
"2008","Alberta","2021A000248","Full-time employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368007","10.3.8.1.1","17.9","","","","1"
"2009","Alberta","2021A000248","Full-time employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368007","10.3.8.1.1","19.0","","","","1"
"2010","Alberta","2021A000248","Full-time employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368007","10.3.8.1.1","16.8","","","","1"
"2011","Alberta","2021A000248","Full-time employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368007","10.3.8.1.1","13.5","","","","1"
"2012","Alberta","2021A000248","Full-time employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368007","10.3.8.1.1","14.6","","","","1"
"2013","Alberta","2021A000248","Full-time employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368007","10.3.8.1.1","14.4","","","","1"
"2014","Alberta","2021A000248","Full-time employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368007","10.3.8.1.1","16.6","","","","1"
"2015","Alberta","2021A000248","Full-time employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368007","10.3.8.1.1","18.2","","","","1"
"2016","Alberta","2021A000248","Full-time employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368007","10.3.8.1.1","16.3","","","","1"
"2017","Alberta","2021A000248","Full-time employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368007","10.3.8.1.1","17.3","","","","1"
"2018","Alberta","2021A000248","Full-time employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368007","10.3.8.1.1","20.3","","","","1"
"2019","Alberta","2021A000248","Full-time employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368007","10.3.8.1.1","21.5","","","","1"
"2020","Alberta","2021A000248","Full-time employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368007","10.3.8.1.1","20.1","","","","1"
"2021","Alberta","2021A000248","Full-time employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368007","10.3.8.1.1","18.3","","","","1"
"2022","Alberta","2021A000248","Full-time employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368007","10.3.8.1.1","18.7","","","","1"
"2023","Alberta","2021A000248","Full-time employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368007","10.3.8.1.1","19.6","","","","1"
"2024","Alberta","2021A000248","Full-time employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368007","10.3.8.1.1","20.4","","","","1"
"2001","Alberta","2021A000248","Full-time employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368008","10.3.9.1.1","123.2","","","","1"
"2002","Alberta","2021A000248","Full-time employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368008","10.3.9.1.1","129.9","","","","1"
"2003","Alberta","2021A000248","Full-time employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368008","10.3.9.1.1","134.5","","","","1"
"2004","Alberta","2021A000248","Full-time employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368008","10.3.9.1.1","149.4","","","","1"
"2005","Alberta","2021A000248","Full-time employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368008","10.3.9.1.1","152.7","","","","1"
"2006","Alberta","2021A000248","Full-time employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368008","10.3.9.1.1","172.0","","","","1"
"2007","Alberta","2021A000248","Full-time employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368008","10.3.9.1.1","193.7","","","","1"
"2008","Alberta","2021A000248","Full-time employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368008","10.3.9.1.1","207.2","","","","1"
"2009","Alberta","2021A000248","Full-time employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368008","10.3.9.1.1","185.4","","","","1"
"2010","Alberta","2021A000248","Full-time employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368008","10.3.9.1.1","186.7","","","","1"
"2011","Alberta","2021A000248","Full-time employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368008","10.3.9.1.1","208.4","","","","1"
"2012","Alberta","2021A000248","Full-time employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368008","10.3.9.1.1","219.6","","","","1"
"2013","Alberta","2021A000248","Full-time employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368008","10.3.9.1.1","222.6","","","","1"
"2014","Alberta","2021A000248","Full-time employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368008","10.3.9.1.1","238.2","","","","1"
"2015","Alberta","2021A000248","Full-time employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368008","10.3.9.1.1","240.2","","","","1"
"2016","Alberta","2021A000248","Full-time employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368008","10.3.9.1.1","224.5","","","","1"
"2017","Alberta","2021A000248","Full-time employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368008","10.3.9.1.1","217.7","","","","1"
"2018","Alberta","2021A000248","Full-time employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368008","10.3.9.1.1","215.6","","","","1"
"2019","Alberta","2021A000248","Full-time employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368008","10.3.9.1.1","217.5","","","","1"
"2020","Alberta","2021A000248","Full-time employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368008","10.3.9.1.1","200.3","","","","1"
"2021","Alberta","2021A000248","Full-time employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368008","10.3.9.1.1","206.6","","","","1"
"2022","Alberta","2021A000248","Full-time employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368008","10.3.9.1.1","213.6","","","","1"
"2023","Alberta","2021A000248","Full-time employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368008","10.3.9.1.1","225.4","","","","1"
"2024","Alberta","2021A000248","Full-time employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368008","10.3.9.1.1","229.7","","","","1"
"2001","Alberta","2021A000248","Full-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368009","10.3.10.1.1","132.9","","","","1"
"2002","Alberta","2021A000248","Full-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368009","10.3.10.1.1","141.8","","","","1"
"2003","Alberta","2021A000248","Full-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368009","10.3.10.1.1","142.0","","","","1"
"2004","Alberta","2021A000248","Full-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368009","10.3.10.1.1","140.6","","","","1"
"2005","Alberta","2021A000248","Full-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368009","10.3.10.1.1","128.5","","","","1"
"2006","Alberta","2021A000248","Full-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368009","10.3.10.1.1","132.9","","","","1"
"2007","Alberta","2021A000248","Full-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368009","10.3.10.1.1","134.3","","","","1"
"2008","Alberta","2021A000248","Full-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368009","10.3.10.1.1","132.9","","","","1"
"2009","Alberta","2021A000248","Full-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368009","10.3.10.1.1","121.4","","","","1"
"2010","Alberta","2021A000248","Full-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368009","10.3.10.1.1","121.5","","","","1"
"2011","Alberta","2021A000248","Full-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368009","10.3.10.1.1","129.2","","","","1"
"2012","Alberta","2021A000248","Full-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368009","10.3.10.1.1","134.6","","","","1"
"2013","Alberta","2021A000248","Full-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368009","10.3.10.1.1","138.6","","","","1"
"2014","Alberta","2021A000248","Full-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368009","10.3.10.1.1","141.7","","","","1"
"2015","Alberta","2021A000248","Full-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368009","10.3.10.1.1","134.7","","","","1"
"2016","Alberta","2021A000248","Full-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368009","10.3.10.1.1","111.3","","","","1"
"2017","Alberta","2021A000248","Full-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368009","10.3.10.1.1","114.0","","","","1"
"2018","Alberta","2021A000248","Full-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368009","10.3.10.1.1","126.6","","","","1"
"2019","Alberta","2021A000248","Full-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368009","10.3.10.1.1","130.9","","","","1"
"2020","Alberta","2021A000248","Full-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368009","10.3.10.1.1","119.5","","","","1"
"2021","Alberta","2021A000248","Full-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368009","10.3.10.1.1","118.9","","","","1"
"2022","Alberta","2021A000248","Full-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368009","10.3.10.1.1","126.9","","","","1"
"2023","Alberta","2021A000248","Full-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368009","10.3.10.1.1","140.2","","","","1"
"2024","Alberta","2021A000248","Full-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368009","10.3.10.1.1","146.7","","","","1"
"2001","Alberta","2021A000248","Full-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368026","10.3.14.1.1","196.3","","","","1"
"2002","Alberta","2021A000248","Full-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368026","10.3.14.1.1","191.8","","","","1"
"2003","Alberta","2021A000248","Full-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368026","10.3.14.1.1","198.3","","","","1"
"2004","Alberta","2021A000248","Full-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368026","10.3.14.1.1","209.5","","","","1"
"2005","Alberta","2021A000248","Full-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368026","10.3.14.1.1","216.9","","","","1"
"2006","Alberta","2021A000248","Full-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368026","10.3.14.1.1","224.8","","","","1"
"2007","Alberta","2021A000248","Full-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368026","10.3.14.1.1","231.3","","","","1"
"2008","Alberta","2021A000248","Full-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368026","10.3.14.1.1","240.3","","","","1"
"2009","Alberta","2021A000248","Full-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368026","10.3.14.1.1","232.7","","","","1"
"2010","Alberta","2021A000248","Full-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368026","10.3.14.1.1","232.4","","","","1"
"2011","Alberta","2021A000248","Full-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368026","10.3.14.1.1","238.7","","","","1"
"2012","Alberta","2021A000248","Full-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368026","10.3.14.1.1","238.7","","","","1"
"2013","Alberta","2021A000248","Full-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368026","10.3.14.1.1","246.0","","","","1"
"2014","Alberta","2021A000248","Full-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368026","10.3.14.1.1","243.0","","","","1"
"2015","Alberta","2021A000248","Full-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368026","10.3.14.1.1","236.2","","","","1"
"2016","Alberta","2021A000248","Full-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368026","10.3.14.1.1","232.5","","","","1"
"2017","Alberta","2021A000248","Full-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368026","10.3.14.1.1","246.0","","","","1"
"2018","Alberta","2021A000248","Full-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368026","10.3.14.1.1","250.4","","","","1"
"2019","Alberta","2021A000248","Full-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368026","10.3.14.1.1","261.8","","","","1"
"2020","Alberta","2021A000248","Full-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368026","10.3.14.1.1","236.1","","","","1"
"2021","Alberta","2021A000248","Full-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368026","10.3.14.1.1","246.9","","","","1"
"2022","Alberta","2021A000248","Full-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368026","10.3.14.1.1","262.2","","","","1"
"2023","Alberta","2021A000248","Full-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368026","10.3.14.1.1","262.1","","","","1"
"2024","Alberta","2021A000248","Full-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368026","10.3.14.1.1","261.6","","","","1"
"2001","Alberta","2021A000248","Full-time employment","Transportation and warehousing [48-49]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368014","10.3.17.1.1","88.5","","","","1"
"2002","Alberta","2021A000248","Full-time employment","Transportation and warehousing [48-49]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368014","10.3.17.1.1","89.7","","","","1"
"2003","Alberta","2021A000248","Full-time employment","Transportation and warehousing [48-49]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368014","10.3.17.1.1","89.5","","","","1"
"2004","Alberta","2021A000248","Full-time employment","Transportation and warehousing [48-49]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368014","10.3.17.1.1","91.0","","","","1"
"2005","Alberta","2021A000248","Full-time employment","Transportation and warehousing [48-49]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368014","10.3.17.1.1","96.4","","","","1"
"2006","Alberta","2021A000248","Full-time employment","Transportation and warehousing [48-49]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368014","10.3.17.1.1","95.9","","","","1"
"2007","Alberta","2021A000248","Full-time employment","Transportation and warehousing [48-49]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368014","10.3.17.1.1","100.9","","","","1"
"2008","Alberta","2021A000248","Full-time employment","Transportation and warehousing [48-49]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368014","10.3.17.1.1","99.0","","","","1"
"2009","Alberta","2021A000248","Full-time employment","Transportation and warehousing [48-49]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368014","10.3.17.1.1","94.4","","","","1"
