"REF_DATE","GEO","DGUID","Labour force characteristics","North American Industry Classification System (NAICS)","Gender","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2007","Quebec","2021A000224","Full-time employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2365968","6.3.9.1.1","190.1","","","","1"
"2008","Quebec","2021A000224","Full-time employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2365968","6.3.9.1.1","202.2","","","","1"
"2009","Quebec","2021A000224","Full-time employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2365968","6.3.9.1.1","201.1","","","","1"
"2010","Quebec","2021A000224","Full-time employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2365968","6.3.9.1.1","215.9","","","","1"
"2011","Quebec","2021A000224","Full-time employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2365968","6.3.9.1.1","234.9","","","","1"
"2012","Quebec","2021A000224","Full-time employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2365968","6.3.9.1.1","229.2","","","","1"
"2013","Quebec","2021A000224","Full-time employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2365968","6.3.9.1.1","244.9","","","","1"
"2014","Quebec","2021A000224","Full-time employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2365968","6.3.9.1.1","232.0","","","","1"
"2015","Quebec","2021A000224","Full-time employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2365968","6.3.9.1.1","214.8","","","","1"
"2016","Quebec","2021A000224","Full-time employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2365968","6.3.9.1.1","220.0","","","","1"
"2017","Quebec","2021A000224","Full-time employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2365968","6.3.9.1.1","231.9","","","","1"
"2018","Quebec","2021A000224","Full-time employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2365968","6.3.9.1.1","232.9","","","","1"
"2019","Quebec","2021A000224","Full-time employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2365968","6.3.9.1.1","247.8","","","","1"
"2020","Quebec","2021A000224","Full-time employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2365968","6.3.9.1.1","249.3","","","","1"
"2021","Quebec","2021A000224","Full-time employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2365968","6.3.9.1.1","268.4","","","","1"
"2022","Quebec","2021A000224","Full-time employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2365968","6.3.9.1.1","277.4","","","","1"
"2023","Quebec","2021A000224","Full-time employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2365968","6.3.9.1.1","301.3","","","","1"
"2024","Quebec","2021A000224","Full-time employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2365968","6.3.9.1.1","308.2","","","","1"
"2001","Quebec","2021A000224","Full-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2365969","6.3.10.1.1","603.0","","","","1"
"2002","Quebec","2021A000224","Full-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2365969","6.3.10.1.1","626.9","","","","1"
"2003","Quebec","2021A000224","Full-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2365969","6.3.10.1.1","604.6","","","","1"
