"REF_DATE","GEO","DGUID","Labour force characteristics","North American Industry Classification System (NAICS)","Gender","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2005","Manitoba","2021A000246","Part-time employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367014","8.4.7.1.1","","x","","","1"
"2006","Manitoba","2021A000246","Part-time employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367014","8.4.7.1.1","","x","","","1"
"2007","Manitoba","2021A000246","Part-time employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367014","8.4.7.1.1","","x","","","1"
"2008","Manitoba","2021A000246","Part-time employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367014","8.4.7.1.1","","x","","","1"
"2009","Manitoba","2021A000246","Part-time employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367014","8.4.7.1.1","","x","","","1"
"2010","Manitoba","2021A000246","Part-time employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367014","8.4.7.1.1","","x","","","1"
"2011","Manitoba","2021A000246","Part-time employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367014","8.4.7.1.1","","x","","","1"
"2012","Manitoba","2021A000246","Part-time employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367014","8.4.7.1.1","","x","","","1"
"2013","Manitoba","2021A000246","Part-time employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367014","8.4.7.1.1","","x","","","1"
"2014","Manitoba","2021A000246","Part-time employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367014","8.4.7.1.1","","x","","","1"
"2015","Manitoba","2021A000246","Part-time employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367014","8.4.7.1.1","","x","","","1"
