"REF_DATE","GEO","DGUID","Labour force characteristics","North American Industry Classification System (NAICS)","Gender","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2001","Ontario","2021A000235","Part-time employment","Forestry, logging and support [113, 1153]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2366502","7.4.5.1.1","","x","","","1"
"2002","Ontario","2021A000235","Part-time employment","Forestry, logging and support [113, 1153]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2366502","7.4.5.1.1","","x","","","1"
"2003","Ontario","2021A000235","Part-time employment","Forestry, logging and support [113, 1153]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2366502","7.4.5.1.1","","x","","","1"
"2004","Ontario","2021A000235","Part-time employment","Forestry, logging and support [113, 1153]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2366502","7.4.5.1.1","","x","","","1"
"2005","Ontario","2021A000235","Part-time employment","Forestry, logging and support [113, 1153]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2366502","7.4.5.1.1","","x","","","1"
"2006","Ontario","2021A000235","Part-time employment","Forestry, logging and support [113, 1153]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2366502","7.4.5.1.1","","x","","","1"
"2007","Ontario","2021A000235","Part-time employment","Forestry, logging and support [113, 1153]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2366502","7.4.5.1.1","","x","","","1"
"2008","Ontario","2021A000235","Part-time employment","Forestry, logging and support [113, 1153]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2366502","7.4.5.1.1","","x","","","1"
"2009","Ontario","2021A000235","Part-time employment","Forestry, logging and support [113, 1153]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2366502","7.4.5.1.1","","x","","","1"
"2010","Ontario","2021A000235","Part-time employment","Forestry, logging and support [113, 1153]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2366502","7.4.5.1.1","","x","","","1"
"2011","Ontario","2021A000235","Part-time employment","Forestry, logging and support [113, 1153]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2366502","7.4.5.1.1","","x","","","1"
