"REF_DATE","GEO","DGUID","Labour force characteristics","North American Industry Classification System (NAICS)","Gender","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2009","Saskatchewan","2021A000247","Full-time employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367497","9.3.8.1.1","4.5","","","","1"
"2010","Saskatchewan","2021A000247","Full-time employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367497","9.3.8.1.1","4.1","","","","1"
"2011","Saskatchewan","2021A000247","Full-time employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367497","9.3.8.1.1","4.2","","","","1"
"2012","Saskatchewan","2021A000247","Full-time employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367497","9.3.8.1.1","5.1","","","","1"
"2013","Saskatchewan","2021A000247","Full-time employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367497","9.3.8.1.1","5.6","","","","1"
"2014","Saskatchewan","2021A000247","Full-time employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367497","9.3.8.1.1","6.5","","","","1"
"2015","Saskatchewan","2021A000247","Full-time employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367497","9.3.8.1.1","6.9","","","","1"
"2016","Saskatchewan","2021A000247","Full-time employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367497","9.3.8.1.1","6.8","","","","1"
"2017","Saskatchewan","2021A000247","Full-time employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367497","9.3.8.1.1","7.3","","","","1"
"2018","Saskatchewan","2021A000247","Full-time employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367497","9.3.8.1.1","8.2","","","","1"
"2019","Saskatchewan","2021A000247","Full-time employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367497","9.3.8.1.1","7.0","","","","1"
"2020","Saskatchewan","2021A000247","Full-time employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367497","9.3.8.1.1","6.6","","","","1"
"2021","Saskatchewan","2021A000247","Full-time employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367497","9.3.8.1.1","5.9","","","","1"
"2022","Saskatchewan","2021A000247","Full-time employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367497","9.3.8.1.1","6.4","","","","1"
"2023","Saskatchewan","2021A000247","Full-time employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367497","9.3.8.1.1","7.3","","","","1"
"2024","Saskatchewan","2021A000247","Full-time employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367497","9.3.8.1.1","6.1","","","","1"
"2001","Saskatchewan","2021A000247","Full-time employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367498","9.3.9.1.1","21.5","","","","1"
"2002","Saskatchewan","2021A000247","Full-time employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367498","9.3.9.1.1","22.5","","","","1"
"2003","Saskatchewan","2021A000247","Full-time employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367498","9.3.9.1.1","21.8","","","","1"
"2004","Saskatchewan","2021A000247","Full-time employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367498","9.3.9.1.1","22.5","","","","1"
"2005","Saskatchewan","2021A000247","Full-time employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367498","9.3.9.1.1","24.1","","","","1"
"2006","Saskatchewan","2021A000247","Full-time employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367498","9.3.9.1.1","27.8","","","","1"
"2007","Saskatchewan","2021A000247","Full-time employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367498","9.3.9.1.1","31.3","","","","1"
"2008","Saskatchewan","2021A000247","Full-time employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367498","9.3.9.1.1","33.1","","","","1"
"2009","Saskatchewan","2021A000247","Full-time employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367498","9.3.9.1.1","36.5","","","","1"
"2010","Saskatchewan","2021A000247","Full-time employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367498","9.3.9.1.1","40.7","","","","1"
"2011","Saskatchewan","2021A000247","Full-time employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367498","9.3.9.1.1","41.8","","","","1"
"2012","Saskatchewan","2021A000247","Full-time employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367498","9.3.9.1.1","45.2","","","","1"
"2013","Saskatchewan","2021A000247","Full-time employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367498","9.3.9.1.1","48.1","","","","1"
"2014","Saskatchewan","2021A000247","Full-time employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367498","9.3.9.1.1","51.6","","","","1"
"2015","Saskatchewan","2021A000247","Full-time employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367498","9.3.9.1.1","50.2","","","","1"
